from_address,to_address,amount,timestamp,tx_hash
0x_norm_22,0x_norm_848,0.382,1700081237,0x_tx_2805
0x_norm_565,0x_norm_666,1.0252,1700058756,0x_tx_2806
0x_norm_165,0x_norm_573,2.9316,1700008985,0x_tx_2807
0x_norm_263,0x_norm_215,2.0975,1700002780,0x_tx_2808
0x_norm_458,0x_norm_465,4.0739,1700010009,0x_tx_2809
0x_norm_219,0x_norm_574,2.5376,1700032462,0x_tx_2810
0x_norm_566,0x_norm_111,4.0391,1700011880,0x_tx_2811
0x_norm_78,0x_norm_900,4.1729,1700006077,0x_tx_2812
0x_norm_419,0x_norm_189,3.8391,1700010220,0x_tx_2813
0x_norm_792,0x_norm_574,4.6237,1700096325,0x_tx_2814
0x_norm_496,0x_norm_252,2.5115,1700047019,0x_tx_2815
0x_norm_992,0x_norm_595,1.3025,1700055913,0x_tx_2816
0x_norm_846,0x_norm_719,2.324,1700093639,0x_tx_2817
0x_norm_517,0x_norm_710,0.7277,1700037127,0x_tx_2818
0x_norm_920,0x_norm_18,0.1118,1700096752,0x_tx_2819
0x_norm_319,0x_norm_512,4.2648,1700010594,0x_tx_2820
0x_norm_279,0x_norm_45,2.8447,1700074597,0x_tx_2821
0x_norm_487,0x_norm_264,4.4211,1700073939,0x_tx_2822
0x_norm_336,0x_norm_879,3.0832,1700074744,0x_tx_2823
0x_norm_877,0x_norm_935,1.9477,1700093486,0x_tx_2824
0x_norm_675,0x_norm_212,1.3325,1700054016,0x_tx_2825
0x_norm_284,0x_norm_638,2.1837,1700022751,0x_tx_2826
0x_norm_74,0x_norm_117,1.595,1700036324,0x_tx_2827
0x_norm_768,0x_norm_367,1.9849,1700017407,0x_tx_2828
0x_norm_852,0x_norm_370,2.1128,1700047163,0x_tx_2829
0x_norm_936,0x_norm_781,0.3586,1700007653,0x_tx_2830
0x_norm_83,0x_norm_951,2.7312,1700007517,0x_tx_2831
0x_norm_376,0x_norm_21,2.382,1700026678,0x_tx_2832
0x_norm_14,0x_norm_626,4.1964,1700074090,0x_tx_2833
0x_norm_186,0x_norm_234,0.1821,1700050743,0x_tx_2834
0x_norm_526,0x_norm_880,4.8422,1700086526,0x_tx_2835
0x_norm_912,0x_norm_417,1.2414,1700033834,0x_tx_2836
0x_norm_803,0x_norm_830,0.7844,1700031049,0x_tx_2837
0x_norm_3,0x_norm_413,2.553,1700074427,0x_tx_2838
0x_norm_17,0x_norm_516,0.4798,1700062257,0x_tx_2839
0x_norm_705,0x_norm_581,0.4498,1700073545,0x_tx_2840
0x_norm_932,0x_norm_849,1.7678,1700070418,0x_tx_2841
0x_norm_957,0x_norm_135,1.9095,1700056152,0x_tx_2842
0x_norm_182,0x_norm_480,4.4774,1700074502,0x_tx_2843
0x_norm_220,0x_norm_936,0.8624,1700096528,0x_tx_2844
0x_norm_292,0x_norm_433,3.4982,1700049267,0x_tx_2845
0x_norm_446,0x_norm_169,4.4217,1700002478,0x_tx_2846
0x_norm_348,0x_norm_672,4.8555,1700092740,0x_tx_2847
0x_norm_624,0x_norm_614,3.1196,1700028117,0x_tx_2848
0x_norm_256,0x_norm_365,2.489,1700058470,0x_tx_2849
0x_norm_78,0x_norm_158,3.3863,1700099424,0x_tx_2850
0x_norm_276,0x_norm_508,1.6891,1700065990,0x_tx_2851
0x_norm_762,0x_norm_637,0.1373,1700074456,0x_tx_2852
0x_norm_467,0x_norm_594,0.3076,1700007348,0x_tx_2853
0x_norm_591,0x_norm_71,1.232,1700069632,0x_tx_2854
0x_norm_817,0x_norm_610,1.0877,1700010783,0x_tx_2855
0x_norm_443,0x_norm_802,3.4948,1700002137,0x_tx_2856
0x_norm_639,0x_norm_415,3.7953,1700023255,0x_tx_2857
0x_norm_620,0x_norm_908,3.5376,1700033783,0x_tx_2858
0x_norm_430,0x_norm_432,1.5664,1700065226,0x_tx_2859
0x_norm_193,0x_norm_326,2.0198,1700091206,0x_tx_2860
0x_norm_751,0x_norm_784,3.0681,1700069159,0x_tx_2861
0x_norm_418,0x_norm_462,4.1913,1700001516,0x_tx_2862
0x_norm_686,0x_norm_622,3.8666,1700053943,0x_tx_2863
0x_norm_297,0x_norm_564,1.2912,1700068213,0x_tx_2864
0x_norm_76,0x_norm_267,4.6113,1700065301,0x_tx_2865
0x_norm_853,0x_norm_326,1.7837,1700007056,0x_tx_2866
0x_norm_65,0x_norm_745,0.5478,1700024775,0x_tx_2867
0x_norm_280,0x_norm_901,3.7323,1700048002,0x_tx_2868
0x_norm_133,0x_norm_490,4.2058,1700096301,0x_tx_2869
0x_norm_762,0x_norm_998,2.462,1700043473,0x_tx_2870
0x_norm_739,0x_norm_789,2.9558,1700095138,0x_tx_2871
0x_norm_46,0x_norm_943,2.9671,1700040677,0x_tx_2872
0x_norm_206,0x_norm_877,0.2365,1700006951,0x_tx_2873
0x_norm_10,0x_norm_77,2.5687,1700072721,0x_tx_2874
0x_norm_882,0x_norm_797,1.2048,1700068896,0x_tx_2875
0x_norm_323,0x_norm_983,2.8352,1700062642,0x_tx_2876
0x_norm_922,0x_norm_9,0.4635,1700012222,0x_tx_2877
0x_norm_49,0x_norm_751,4.1863,1700093030,0x_tx_2878
0x_norm_854,0x_norm_869,4.4188,1700074857,0x_tx_2879
0x_norm_187,0x_norm_753,1.9978,1700067191,0x_tx_2880
0x_norm_615,0x_norm_194,1.9398,1700032389,0x_tx_2881
0x_norm_589,0x_norm_852,0.1615,1700084913,0x_tx_2882
0x_norm_854,0x_norm_941,4.2722,1700057399,0x_tx_2883
0x_norm_196,0x_norm_778,0.456,1700018313,0x_tx_2884
0x_norm_938,0x_norm_316,3.2943,1700097778,0x_tx_2885
0x_norm_966,0x_norm_63,0.599,1700057427,0x_tx_2886
0x_norm_31,0x_norm_274,2.611,1700071497,0x_tx_2887
0x_norm_893,0x_norm_774,1.0389,1700034006,0x_tx_2888
0x_norm_645,0x_norm_0,0.857,1700089670,0x_tx_2889
0x_norm_86,0x_norm_568,4.092,1700021173,0x_tx_2890
0x_norm_257,0x_norm_566,0.178,1700008557,0x_tx_2891
0x_norm_249,0x_norm_457,3.6183,1700097820,0x_tx_2892
0x_norm_837,0x_norm_306,3.9055,1700061579,0x_tx_2893
0x_norm_743,0x_norm_747,4.2194,1700083922,0x_tx_2894
0x_norm_776,0x_norm_919,0.3313,1700014220,0x_tx_2895
0x_norm_850,0x_norm_31,2.186,1700018229,0x_tx_2896
0x_norm_647,0x_norm_751,2.8578,1700057733,0x_tx_2897
0x_norm_49,0x_norm_555,4.6091,1700056825,0x_tx_2898
0x_norm_175,0x_norm_676,1.7556,1700082812,0x_tx_2899
0x_norm_390,0x_norm_804,2.9493,1700060390,0x_tx_2900
0x_norm_66,0x_norm_455,4.4354,1700068231,0x_tx_2901
0x_norm_606,0x_norm_419,2.6432,1700046732,0x_tx_2902
0x_norm_689,0x_norm_957,3.608,1700023134,0x_tx_2903
0x_norm_83,0x_norm_17,3.1164,1700094037,0x_tx_2904
0x_norm_775,0x_norm_345,0.957,1700069414,0x_tx_2905
0x_norm_345,0x_norm_476,3.5661,1700034216,0x_tx_2906
0x_norm_834,0x_norm_565,2.7336,1700025067,0x_tx_2907
0x_norm_188,0x_norm_626,4.0485,1700036209,0x_tx_2908
0x_norm_671,0x_norm_720,2.1046,1700080703,0x_tx_2909
0x_norm_844,0x_norm_807,4.7478,1700025135,0x_tx_2910
0x_norm_83,0x_norm_236,4.8714,1700009508,0x_tx_2911
0x_norm_129,0x_norm_143,1.9538,1700075444,0x_tx_2912
0x_norm_107,0x_norm_504,1.766,1700004549,0x_tx_2913
0x_norm_438,0x_norm_425,1.0916,1700006033,0x_tx_2914
0x_norm_3,0x_norm_913,0.7728,1700088557,0x_tx_2915
0x_norm_241,0x_norm_357,0.1569,1700060482,0x_tx_2916
0x_norm_226,0x_norm_549,0.317,1700057097,0x_tx_2917
0x_norm_393,0x_norm_945,0.1223,1700029084,0x_tx_2918
0x_norm_799,0x_norm_929,0.5578,1700088945,0x_tx_2919
0x_norm_759,0x_norm_532,3.8545,1700001782,0x_tx_2920
0x_norm_233,0x_norm_890,4.4099,1700041600,0x_tx_2921
0x_norm_7,0x_norm_235,1.8578,1700092201,0x_tx_2922
0x_norm_666,0x_norm_883,0.6698,1700038557,0x_tx_2923
0x_norm_417,0x_norm_492,2.5308,1700048511,0x_tx_2924
0x_norm_605,0x_norm_574,4.068,1700093819,0x_tx_2925
0x_norm_247,0x_norm_232,2.1013,1700015043,0x_tx_2926
0x_norm_478,0x_norm_728,4.4023,1700055407,0x_tx_2927
0x_norm_935,0x_norm_866,0.5704,1700008674,0x_tx_2928
0x_norm_936,0x_norm_591,3.8843,1700042162,0x_tx_2929
0x_norm_521,0x_norm_998,2.8212,1700041125,0x_tx_2930
0x_norm_74,0x_norm_211,0.326,1700021074,0x_tx_2931
0x_norm_319,0x_norm_607,3.971,1700009480,0x_tx_2932
0x_norm_685,0x_norm_32,2.6337,1700007733,0x_tx_2933
0x_norm_91,0x_norm_619,4.7132,1700074183,0x_tx_2934
0x_norm_372,0x_norm_376,1.1119,1700006108,0x_tx_2935
0x_norm_116,0x_norm_560,0.5896,1700012127,0x_tx_2936
0x_norm_549,0x_norm_968,2.3344,1700097734,0x_tx_2937
0x_norm_633,0x_norm_940,4.6833,1700038755,0x_tx_2938
0x_norm_261,0x_norm_414,2.1586,1700035048,0x_tx_2939
0x_norm_545,0x_norm_358,4.6033,1700077405,0x_tx_2940
0x_norm_205,0x_norm_139,4.1559,1700033953,0x_tx_2941
0x_norm_471,0x_norm_755,2.0356,1700046399,0x_tx_2942
0x_norm_477,0x_norm_494,3.514,1700056741,0x_tx_2943
0x_norm_490,0x_norm_495,3.0993,1700047918,0x_tx_2944
0x_norm_478,0x_norm_198,0.9636,1700010234,0x_tx_2945
0x_norm_801,0x_norm_456,0.1179,1700058289,0x_tx_2946
0x_norm_158,0x_norm_419,4.1124,1700060286,0x_tx_2947
0x_norm_148,0x_norm_682,1.593,1700011114,0x_tx_2948
0x_norm_453,0x_norm_908,0.7377,1700081570,0x_tx_2949
0x_norm_947,0x_norm_730,4.7283,1700014894,0x_tx_2950
0x_norm_840,0x_norm_834,3.1506,1700082767,0x_tx_2951
0x_norm_498,0x_norm_306,4.8634,1700027435,0x_tx_2952
0x_norm_988,0x_norm_38,3.1935,1700044221,0x_tx_2953
0x_norm_606,0x_norm_705,0.5693,1700086824,0x_tx_2954
0x_norm_547,0x_norm_519,0.2079,1700065580,0x_tx_2955
0x_norm_702,0x_norm_112,2.0221,1700081157,0x_tx_2956
0x_norm_214,0x_norm_780,1.7688,1700006593,0x_tx_2957
0x_norm_961,0x_norm_986,0.7806,1700084622,0x_tx_2958
0x_norm_361,0x_norm_397,1.4607,1700092003,0x_tx_2959
0x_norm_742,0x_norm_183,3.3878,1700079272,0x_tx_2960
0x_norm_613,0x_norm_705,1.518,1700056343,0x_tx_2961
0x_norm_860,0x_norm_573,3.5531,1700009721,0x_tx_2962
0x_norm_421,0x_norm_355,0.9884,1700008848,0x_tx_2963
0x_norm_911,0x_norm_886,4.3642,1700022204,0x_tx_2964
0x_norm_531,0x_norm_76,3.315,1700081033,0x_tx_2965
0x_norm_36,0x_norm_26,4.6825,1700075370,0x_tx_2966
0x_norm_59,0x_norm_475,2.6505,1700056737,0x_tx_2967
0x_norm_115,0x_norm_120,2.0997,1700097242,0x_tx_2968
0x_norm_308,0x_norm_487,1.7079,1700084974,0x_tx_2969
0x_norm_380,0x_norm_145,1.3665,1700085642,0x_tx_2970
0x_norm_666,0x_norm_520,1.715,1700046307,0x_tx_2971
0x_norm_630,0x_norm_385,1.4964,1700055861,0x_tx_2972
0x_norm_459,0x_norm_111,2.8928,1700003457,0x_tx_2973
0x_norm_339,0x_norm_377,0.6865,1700003480,0x_tx_2974
0x_norm_402,0x_norm_666,0.8532,1700042449,0x_tx_2975
0x_norm_24,0x_norm_779,3.3969,1700053630,0x_tx_2976
0x_norm_529,0x_norm_605,3.5342,1700086042,0x_tx_2977
0x_norm_402,0x_norm_504,0.8688,1700011895,0x_tx_2978
0x_norm_202,0x_norm_6,1.7804,1700023259,0x_tx_2979
0x_norm_512,0x_norm_710,3.2118,1700096585,0x_tx_2980
0x_norm_832,0x_norm_451,2.2819,1700092919,0x_tx_2981
0x_norm_796,0x_norm_997,2.9056,1700001987,0x_tx_2982
0x_norm_591,0x_norm_410,0.8372,1700038407,0x_tx_2983
0x_norm_965,0x_norm_918,0.4197,1700008478,0x_tx_2984
0x_norm_351,0x_norm_319,4.3916,1700085660,0x_tx_2985
0x_norm_245,0x_norm_256,1.5391,1700039035,0x_tx_2986
0x_norm_983,0x_norm_359,2.4594,1700021807,0x_tx_2987
0x_norm_591,0x_norm_472,2.8413,1700002104,0x_tx_2988
0x_norm_848,0x_norm_346,0.7599,1700047382,0x_tx_2989
0x_norm_790,0x_norm_15,0.3412,1700099520,0x_tx_2990
0x_norm_587,0x_norm_879,3.1444,1700029890,0x_tx_2991
0x_norm_597,0x_norm_810,0.7419,1700071977,0x_tx_2992
0x_norm_134,0x_norm_989,3.3916,1700061904,0x_tx_2993
0x_norm_260,0x_norm_467,1.7917,1700089257,0x_tx_2994
0x_fraud_0,0x_norm_271,30.1913,1700000054,0x_tx_2995
0x_fraud_0,0x_norm_412,44.0133,1700000045,0x_tx_2996
0x_fraud_0,0x_norm_16,30.1734,1700000030,0x_tx_2997
0x_fraud_0,0x_norm_136,22.6149,1700000080,0x_tx_2998
0x_fraud_0,0x_norm_152,12.3643,1700000004,0x_tx_2999
0x_fraud_0,0x_norm_305,28.1319,1700000057,0x_tx_3000
0x_fraud_0,0x_norm_146,21.7509,1700000008,0x_tx_3001
0x_fraud_0,0x_norm_315,29.575,1700000083,0x_tx_3002
0x_fraud_0,0x_norm_244,47.5778,1700000004,0x_tx_3003
0x_fraud_0,0x_norm_828,22.8699,1700000011,0x_tx_3004
0x_fraud_0,0x_norm_850,30.0191,1700000050,0x_tx_3005
0x_fraud_0,0x_norm_309,32.4364,1700000010,0x_tx_3006
0x_fraud_0,0x_norm_573,42.2248,1700000055,0x_tx_3007
0x_fraud_0,0x_norm_703,22.8658,1700000049,0x_tx_3008
0x_fraud_0,0x_norm_879,28.6457,1700000041,0x_tx_3009
0x_fraud_1,0x_norm_759,49.3149,1700000024,0x_tx_3010
0x_fraud_1,0x_norm_631,26.9395,1700000086,0x_tx_3011
0x_fraud_1,0x_norm_644,35.6491,1700000014,0x_tx_3012
0x_fraud_1,0x_norm_98,44.3457,1700000065,0x_tx_3013
0x_fraud_1,0x_norm_605,33.2758,1700000091,0x_tx_3014
0x_fraud_1,0x_norm_781,12.417,1700000075,0x_tx_3015
0x_fraud_1,0x_norm_603,39.0278,1700000077,0x_tx_3016
0x_fraud_1,0x_norm_196,34.7983,1700000061,0x_tx_3017
0x_fraud_1,0x_norm_67,25.586,1700000006,0x_tx_3018
0x_fraud_1,0x_norm_235,43.7186,1700000051,0x_tx_3019
0x_fraud_1,0x_norm_246,29.9729,1700000048,0x_tx_3020
0x_fraud_1,0x_norm_313,13.3935,1700000068,0x_tx_3021
0x_fraud_1,0x_norm_278,28.9249,1700000079,0x_tx_3022
0x_fraud_1,0x_norm_685,24.9055,1700000093,0x_tx_3023
0x_fraud_1,0x_norm_179,37.0721,1700000078,0x_tx_3024
0x_fraud_2,0x_norm_328,47.1436,1700000021,0x_tx_3025
0x_fraud_2,0x_norm_630,19.6713,1700000071,0x_tx_3026
0x_fraud_2,0x_norm_303,28.5515,1700000042,0x_tx_3027
0x_fraud_2,0x_norm_152,23.5666,1700000032,0x_tx_3028
0x_fraud_2,0x_norm_871,13.2493,1700000038,0x_tx_3029
0x_fraud_2,0x_norm_369,37.2612,1700000042,0x_tx_3030
0x_fraud_2,0x_norm_147,26.7102,1700000097,0x_tx_3031
0x_fraud_2,0x_norm_314,16.7971,1700000093,0x_tx_3032
0x_fraud_2,0x_norm_114,28.1237,1700000035,0x_tx_3033
0x_fraud_2,0x_norm_6,46.529,1700000009,0x_tx_3034
0x_fraud_2,0x_norm_278,38.3692,1700000070,0x_tx_3035
0x_fraud_2,0x_norm_667,19.0595,1700000007,0x_tx_3036
0x_fraud_2,0x_norm_279,15.8182,1700000081,0x_tx_3037
0x_fraud_2,0x_norm_586,42.3389,1700000046,0x_tx_3038
0x_fraud_2,0x_norm_937,16.2132,1700000030,0x_tx_3039
0x_fraud_3,0x_norm_614,42.6989,1700000029,0x_tx_3040
0x_fraud_3,0x_norm_475,17.6182,1700000005,0x_tx_3041
0x_fraud_3,0x_norm_122,16.3595,1700000032,0x_tx_3042
0x_fraud_3,0x_norm_761,31.1315,1700000024,0x_tx_3043
0x_fraud_3,0x_norm_470,31.7822,1700000077,0x_tx_3044
0x_fraud_3,0x_norm_804,40.7698,1700000001,0x_tx_3045
0x_fraud_3,0x_norm_807,17.8505,1700000073,0x_tx_3046
0x_fraud_3,0x_norm_173,28.3142,1700000029,0x_tx_3047
0x_fraud_3,0x_norm_988,36.4897,1700000053,0x_tx_3048
0x_fraud_3,0x_norm_366,16.0321,1700000018,0x_tx_3049
0x_fraud_3,0x_norm_957,20.1451,1700000007,0x_tx_3050
0x_fraud_3,0x_norm_160,36.912,1700000015,0x_tx_3051
0x_fraud_3,0x_norm_796,46.8422,1700000041,0x_tx_3052
0x_fraud_3,0x_norm_806,36.4336,1700000040,0x_tx_3053
0x_fraud_3,0x_norm_133,25.9398,1700000062,0x_tx_3054
0x_fraud_4,0x_norm_946,32.6061,1700000065,0x_tx_3055
0x_fraud_4,0x_norm_896,32.797,1700000091,0x_tx_3056
0x_fraud_4,0x_norm_931,21.2589,1700000033,0x_tx_3057
0x_fraud_4,0x_norm_424,32.8563,1700000030,0x_tx_3058
0x_fraud_4,0x_norm_790,26.3568,1700000069,0x_tx_3059
0x_fraud_4,0x_norm_544,48.9713,1700000000,0x_tx_3060
0x_fraud_4,0x_norm_332,32.5191,1700000078,0x_tx_3061
0x_fraud_4,0x_norm_27,17.8719,1700000047,0x_tx_3062
0x_fraud_4,0x_norm_266,35.769,1700000073,0x_tx_3063
0x_fraud_4,0x_norm_448,10.7571,1700000002,0x_tx_3064
0x_fraud_4,0x_norm_737,45.8956,1700000093,0x_tx_3065
0x_fraud_4,0x_norm_936,48.9816,1700000014,0x_tx_3066
0x_fraud_4,0x_norm_360,36.0707,1700000077,0x_tx_3067
0x_fraud_4,0x_norm_248,17.3007,1700000086,0x_tx_3068
0x_fraud_4,0x_norm_863,29.176,1700000058,0x_tx_3069
0x_fraud_5,0x_norm_463,39.6636,1700000002,0x_tx_3070
0x_fraud_5,0x_norm_219,20.128,1700000037,0x_tx_3071
0x_fraud_5,0x_norm_482,28.2747,1700000077,0x_tx_3072
0x_fraud_5,0x_norm_893,39.0552,1700000055,0x_tx_3073
0x_fraud_5,0x_norm_691,15.1711,1700000072,0x_tx_3074
0x_fraud_5,0x_norm_188,35.3706,1700000000,0x_tx_3075
0x_fraud_5,0x_norm_324,39.4204,1700000039,0x_tx_3076
0x_fraud_5,0x_norm_776,16.1523,1700000043,0x_tx_3077
0x_fraud_5,0x_norm_828,35.55,1700000014,0x_tx_3078
0x_fraud_5,0x_norm_585,35.7411,1700000028,0x_tx_3079
0x_fraud_5,0x_norm_314,31.4555,1700000088,0x_tx_3080
0x_fraud_5,0x_norm_506,14.5127,1700000002,0x_tx_3081
0x_fraud_5,0x_norm_349,34.356,1700000097,0x_tx_3082
0x_fraud_5,0x_norm_453,20.6227,1700000089,0x_tx_3083
0x_fraud_5,0x_norm_202,47.4668,1700000071,0x_tx_3084
0x_fraud_6,0x_norm_509,23.7241,1700000086,0x_tx_3085
0x_fraud_6,0x_norm_802,15.8247,1700000027,0x_tx_3086
0x_fraud_6,0x_norm_903,33.4473,1700000025,0x_tx_3087
0x_fraud_6,0x_norm_375,47.9917,1700000059,0x_tx_3088
0x_fraud_6,0x_norm_299,49.6752,1700000083,0x_tx_3089
0x_fraud_6,0x_norm_358,27.5007,1700000083,0x_tx_3090
0x_fraud_6,0x_norm_319,16.8764,1700000025,0x_tx_3091
0x_fraud_6,0x_norm_1,23.5481,1700000047,0x_tx_3092
0x_fraud_6,0x_norm_189,25.7639,1700000041,0x_tx_3093
0x_fraud_6,0x_norm_613,23.9538,1700000021,0x_tx_3094
0x_fraud_6,0x_norm_120,34.395,1700000052,0x_tx_3095
0x_fraud_6,0x_norm_913,12.289,1700000009,0x_tx_3096
0x_fraud_6,0x_norm_915,40.7773,1700000081,0x_tx_3097
0x_fraud_6,0x_norm_974,28.6944,1700000082,0x_tx_3098
0x_fraud_6,0x_norm_585,17.2129,1700000035,0x_tx_3099
0x_fraud_7,0x_norm_959,12.6271,1700000055,0x_tx_3100
0x_fraud_7,0x_norm_210,37.8656,1700000072,0x_tx_3101
0x_fraud_7,0x_norm_749,46.1955,1700000057,0x_tx_3102
0x_fraud_7,0x_norm_846,26.7049,1700000026,0x_tx_3103
0x_fraud_7,0x_norm_499,43.5971,1700000073,0x_tx_3104
0x_fraud_7,0x_norm_471,49.4323,1700000083,0x_tx_3105
0x_fraud_7,0x_norm_726,13.5433,1700000015,0x_tx_3106
0x_fraud_7,0x_norm_163,44.501,1700000008,0x_tx_3107
0x_fraud_7,0x_norm_65,40.0675,1700000053,0x_tx_3108
0x_fraud_7,0x_norm_614,31.1874,1700000088,0x_tx_3109
0x_fraud_7,0x_norm_40,44.947,1700000006,0x_tx_3110
0x_fraud_7,0x_norm_291,10.4895,1700000052,0x_tx_3111
0x_fraud_7,0x_norm_778,48.9764,1700000049,0x_tx_3112
0x_fraud_7,0x_norm_241,34.8142,1700000065,0x_tx_3113
0x_fraud_7,0x_norm_369,41.1198,1700000061,0x_tx_3114
0x_fraud_8,0x_norm_498,24.6578,1700000089,0x_tx_3115
0x_fraud_8,0x_norm_1,14.8285,1700000008,0x_tx_3116
0x_fraud_8,0x_norm_388,29.705,1700000096,0x_tx_3117
0x_fraud_8,0x_norm_829,27.7295,1700000058,0x_tx_3118
0x_fraud_8,0x_norm_151,12.6382,1700000016,0x_tx_3119
0x_fraud_8,0x_norm_945,12.0556,1700000007,0x_tx_3120
0x_fraud_8,0x_norm_458,27.8373,1700000026,0x_tx_3121
0x_fraud_8,0x_norm_399,30.0586,1700000025,0x_tx_3122
0x_fraud_8,0x_norm_254,30.739,1700000096,0x_tx_3123
0x_fraud_8,0x_norm_922,22.173,1700000086,0x_tx_3124
0x_fraud_8,0x_norm_402,32.2135,1700000027,0x_tx_3125
0x_fraud_8,0x_norm_108,25.5576,1700000020,0x_tx_3126
0x_fraud_8,0x_norm_746,14.2011,1700000069,0x_tx_3127
0x_fraud_8,0x_norm_241,44.4727,1700000068,0x_tx_3128
0x_fraud_8,0x_norm_830,47.9394,1700000067,0x_tx_3129
0x_fraud_9,0x_norm_575,32.9661,1700000005,0x_tx_3130
0x_fraud_9,0x_norm_187,40.687,1700000046,0x_tx_3131
0x_fraud_9,0x_norm_801,22.8535,1700000062,0x_tx_3132
0x_fraud_9,0x_norm_278,28.4537,1700000091,0x_tx_3133
0x_fraud_9,0x_norm_679,45.3164,1700000064,0x_tx_3134
0x_fraud_9,0x_norm_632,45.4433,1700000034,0x_tx_3135
0x_fraud_9,0x_norm_35,10.6334,1700000049,0x_tx_3136
0x_fraud_9,0x_norm_723,40.1363,1700000073,0x_tx_3137
0x_fraud_9,0x_norm_407,11.2607,1700000035,0x_tx_3138
0x_fraud_9,0x_norm_686,49.0762,1700000023,0x_tx_3139
0x_fraud_9,0x_norm_257,48.067,1700000095,0x_tx_3140
0x_fraud_9,0x_norm_913,41.9415,1700000042,0x_tx_3141
0x_fraud_9,0x_norm_245,42.6579,1700000075,0x_tx_3142
0x_fraud_9,0x_norm_371,11.5015,1700000079,0x_tx_3143
0x_fraud_9,0x_norm_690,20.8536,1700000052,0x_tx_3144
0x_fraud_10,0x_norm_630,24.4086,1700000100,0x_tx_3145
0x_fraud_10,0x_norm_623,10.4689,1700000028,0x_tx_3146
0x_fraud_10,0x_norm_226,30.2494,1700000083,0x_tx_3147
0x_fraud_10,0x_norm_164,16.6369,1700000021,0x_tx_3148
0x_fraud_10,0x_norm_687,44.9034,1700000100,0x_tx_3149
0x_fraud_10,0x_norm_659,26.802,1700000014,0x_tx_3150
0x_fraud_10,0x_norm_750,35.6566,1700000059,0x_tx_3151
0x_fraud_10,0x_norm_523,45.5187,1700000050,0x_tx_3152
0x_fraud_10,0x_norm_26,20.5617,1700000039,0x_tx_3153
0x_fraud_10,0x_norm_665,27.4666,1700000038,0x_tx_3154
0x_fraud_10,0x_norm_178,47.5371,1700000097,0x_tx_3155
0x_fraud_10,0x_norm_825,32.9506,1700000022,0x_tx_3156
0x_fraud_10,0x_norm_113,26.5671,1700000054,0x_tx_3157
0x_fraud_10,0x_norm_851,41.8231,1700000088,0x_tx_3158
0x_fraud_10,0x_norm_933,47.9164,1700000057,0x_tx_3159
0x_fraud_11,0x_norm_721,37.422,1700000071,0x_tx_3160
0x_fraud_11,0x_norm_401,43.6706,1700000096,0x_tx_3161
0x_fraud_11,0x_norm_368,12.5857,1700000002,0x_tx_3162
0x_fraud_11,0x_norm_40,24.0962,1700000083,0x_tx_3163
0x_fraud_11,0x_norm_661,47.4016,1700000064,0x_tx_3164
0x_fraud_11,0x_norm_932,20.0918,1700000006,0x_tx_3165
0x_fraud_11,0x_norm_586,30.032,1700000095,0x_tx_3166
0x_fraud_11,0x_norm_605,16.9125,1700000042,0x_tx_3167
0x_fraud_11,0x_norm_623,49.0986,1700000064,0x_tx_3168
0x_fraud_11,0x_norm_451,48.908,1700000081,0x_tx_3169
0x_fraud_11,0x_norm_349,46.6487,1700000036,0x_tx_3170
0x_fraud_11,0x_norm_238,33.3014,1700000025,0x_tx_3171
0x_fraud_11,0x_norm_355,48.7101,1700000041,0x_tx_3172
0x_fraud_11,0x_norm_135,43.1178,1700000019,0x_tx_3173
0x_fraud_11,0x_norm_332,42.5068,1700000064,0x_tx_3174
0x_fraud_12,0x_norm_546,25.1189,1700000065,0x_tx_3175
0x_fraud_12,0x_norm_241,22.1089,1700000061,0x_tx_3176
0x_fraud_12,0x_norm_125,48.6292,1700000013,0x_tx_3177
0x_fraud_12,0x_norm_320,24.7632,1700000063,0x_tx_3178
0x_fraud_12,0x_norm_51,24.274,1700000050,0x_tx_3179
0x_fraud_12,0x_norm_118,17.1605,1700000032,0x_tx_3180
0x_fraud_12,0x_norm_19,36.1866,1700000051,0x_tx_3181
0x_fraud_12,0x_norm_889,11.5035,1700000088,0x_tx_3182
0x_fraud_12,0x_norm_512,35.9697,1700000074,0x_tx_3183
0x_fraud_12,0x_norm_937,27.0623,1700000001,0x_tx_3184
0x_fraud_12,0x_norm_60,26.3926,1700000082,0x_tx_3185
0x_fraud_12,0x_norm_782,48.0088,1700000032,0x_tx_3186
0x_fraud_12,0x_norm_600,43.2154,1700000063,0x_tx_3187
0x_fraud_12,0x_norm_488,15.7688,1700000074,0x_tx_3188
0x_fraud_12,0x_norm_360,14.2438,1700000047,0x_tx_3189
0x_fraud_13,0x_norm_91,46.5973,1700000070,0x_tx_3190
0x_fraud_13,0x_norm_95,21.1092,1700000053,0x_tx_3191
0x_fraud_13,0x_norm_266,47.1956,1700000043,0x_tx_3192
0x_fraud_13,0x_norm_528,10.7277,1700000022,0x_tx_3193
0x_fraud_13,0x_norm_170,38.901,1700000002,0x_tx_3194
0x_fraud_13,0x_norm_596,40.7111,1700000079,0x_tx_3195
0x_fraud_13,0x_norm_281,35.4258,1700000040,0x_tx_3196
0x_fraud_13,0x_norm_255,23.2609,1700000046,0x_tx_3197
0x_fraud_13,0x_norm_48,49.5837,1700000100,0x_tx_3198
0x_fraud_13,0x_norm_289,32.5813,1700000086,0x_tx_3199
