Index,Address,FLAG,AvgMinBetweenSent,AvgMinBetweenReceived,TimeDiff,SentTnx,ReceivedTnx
7308,4376,0xc468dc378feb4a2dbfe7100a4e13ddb8be2c610f0,37.58,817.22,1129692,421,1363
7309,4377,0xc4799adc1143bb7d59b5b6752609dae735dd1fda0,3.33,0,9.98,3,2
7310,4378,0xc47c5bdea2556ab11279cc77154b4d1b44573e990,0,5832.88,128323,0,22
7311,4379,0xc48fa6dfd23944b84e75799d55b6d4a30c4eaa460,0,0,4.95,1,1
7312,4380,0xc48feed850c4bfcfa9e92071602ed3aa2a805f940,158.58,0.99,319.13,2,2
7313,4381,0xc498e47053aeee1efc8b37b26d3e81d162e9d0590,15.08,0,45.25,3,1
7314,4382,0xc49c16cb76fbcda5a0464188b0f5d88af6b0a5500,5.17,313.96,1276.52,4,4
7315,4383,0xc4af869131d6d47b1b4bdbc83ff0fdb423f03cb00,0,0,653.53,1,1
7316,4384,0xc4b0158704511970d229695b7fc76ed5d11bf6ee0,744,1675.05,1067172,43,618
7317,4385,0xc4bd8350f429a6122b726a27947f67b228eeff7d0,4143.14,2443,955978,193,64
7318,4386,0xc4ca17f7fc747eadebfeb665e96ce4b91482a3220,0,2801.23,319340,0,114
7319,4387,0xc4cc0dd6d10283b34f077c182e736f362d6887fb0,15.95,1316.46,13324.1,10,10
7320,4388,0xc4d67935775f975a558afc0a8676b9fbd8d98c1e0,105.97,0,317.92,3,1
7321,4389,0xc4e1806b74ad4b41f211fcaff253b50cd06fe40c0,22.62,0,67.87,3,1
7322,4390,0xc4e6df5c1948e4f38b29e5d221f724d86388af0e0,0,0,8.6,1,1
7323,4391,0xc4eaaac98710df57bc4855ef99476ca9b29bb7cf0,6158.39,3015.72,560194,18,149
7324,4392,0xc4f471e23c40dd8942c3a4aff5d3c41b8aecd8b40,13.93,0.33,70.3,5,2
7325,4393,0xc4fbde4c51b306e3f3e1ae55a5a888be58fcfd000,151.89,93974.1,942171,16,10
7326,4394,0xc4fbe2f9e96a100af3e6837d78c3498cdf9c6db00,0,0,4.47,1,1
7327,4395,0xc4fd12b2aeb11f74a9ac995465b3d5f39a391d8a0,120888,0,362664,3,0
7328,4396,0xc4fd8c8e5e04f9b21f4ed1504779d84fae8bb5b00,2.68,3129.07,150324,48,48
7329,4397,0xc500ead120f3b06fc4ffc2bd9329ba3ddd8155200,6.72,55654.9,222647,4,4
7330,4398,0xc51f248314af8b71e1d9e719287a721f0a3a03a20,1.46,0.97,6.32,3,2
7331,4399,0xc52faa6f6bf841b22c00cd15311086fece240f300,6.31,2405.8,28945.3,12,12
7332,4400,0xc536e6b07bf6f6452b6ab5e7c91c2045c30f3ac80,206,5686.24,831797,63,144
7333,4401,0xc53b553f9ff8ff50c04ee6dd6cd6fcd06845a6b60,0,0,188.53,1,1
7334,4402,0xc54612496d533e91e1a23766f93fb272e7c483580,0,22164.5,132987,0,6
7335,4403,0xc54ac40696bb7c2d5bfa308b0a55a513446b4fd80,158.28,0.63,317.83,2,2
7336,4404,0xc55620785ac82a885c072f2ce74e0bf119331a500,0.74,2441.12,36627.9,15,15
7337,4405,0xc56271f9b9cfb390c5e12ec0a91840376ba0f85b0,0,0,166.83,1,1
7338,4406,0xc5635abe50e4d1763e680c334cc4f60034a43fab0,118.57,24.42,285.98,2,2
7339,4407,0xc56840091b4ef73033a2c9c60b17bd37907727b10,2357.49,4522.05,638918,37,122
7340,4408,0xc56ca26b8d3c41aaccbed9ae6d4016d94b06dbcc0,26.07,9429.17,566376,24,60
7341,4409,0xc579fc04bb0646b0622c2a3072fefecc8d3f41290,24.81,0.05,74.53,3,2
7342,4410,0xc57cc290cf651ae1b30503de087a9b755521c3c30,5.82,2913.52,388266,132,133
7343,4411,0xc588fe4fae2f9e9d2a7b9b108a7ef74ed2bffb590,4935.23,30930.9,755828,9,23
7344,4412,0xc59cdd424f285af70fe2f63764dd68546962c5f80,0,1250.7,192608,0,154
7345,4413,0xc5a468702a5d0acce5fd93d075014b161f8784ae0,0,0,7.72,1,1
7346,4414,0xc5c0b9ce0b15e48a07684028efb4e352bb6a2f5f0,5.32,24418.6,341929,13,14
7347,4415,0xc5c1c58958899b52ec28f4900ad12927009ee2cd0,162.38,0.63,326.03,2,2
7348,4416,0xc5c3bc954fb4aeb979aa2b11a21f490a47c5a4b40,66.4,8028.97,688106,85,85
7349,4417,0xc5c963d15ffd6999978a9cff881db0ff0d0c64e50,19.64,8306.18,1190200,123,143
7350,4418,0xc5d2da914ba6fc1c22d46aa47fda8d8141832a750,158.58,0.69,318.53,2,2
7351,4419,0xc5e893c1e5a17e3e52121905a88e126fd6e5fb810,107.27,0.54,322.9,3,2
7352,4420,0xc5ea6918e42955d57561baa2b6797baf2deeeac30,5.84,39613.1,158476,4,4
7353,4421,0xc5ef78ef2420156ceb309e720fa647625faef7b30,1026.63,3728.7,13239.4,2,3
7354,4422,0xc5f0772074d52a0b8d19cee41be731a91f23fc460,28447.3,25061.2,631944,9,15
7355,4423,0xc5f6d0837b0f55122f8b369469424c3d8f5ddff90,155.27,0,310.55,2,1
7356,4424,0xc5f9c0eba445ae4dbd3831fd1de00b9bceb235af0,24.84,1817.86,806054,103,442
7357,4425,0xc605a564583db4649a94d08025c86b551a0ca2220,4019.96,6116.54,170224,18,16
7358,4426,0xc60e7d0bb9b7a6295dc5d6c1b8b9942f8cfddc2d0,2.73,15321.4,45972.4,3,3
7359,4427,0xc6153391f8c20ad7498d23e2bb346b3d7fc323470,23.46,0.44,71.27,3,2
7360,4428,0xc620156cbb0fcae246db72047d7a4458619077250,171.3,4123.14,1570494,503,360
7361,4429,0xc6218839dea33be7154e2836ca26a93568b3ec650,0,0,43.85,1,1
7362,4430,0xc622f8725fbeca43ec30a7801f716f1cc61a00b20,437.64,5099.53,275089,11,53
7363,4431,0xc624422eba04df472a354cbea9d5a53b2d08748a0,0,5496.48,60461.3,0,11
7364,4432,0xc62662194e68738cd504ecf837c25b67faefa6590,1466.55,3114.5,1190033,529,133
7365,4433,0xc62ee9ce7fc0e5676e7b1adb397e310dbe3167ef0,19616.5,25575.8,1016329,14,29
7366,4434,0xc632964da8047e46d5482faea72a07f8c9950e730,0,3147.89,428113,0,136
7367,4435,0xc63736f75f7a14fff5c33885546abc39d6665f530,0,0,25.88,1,1
7368,4436,0xc6378211e8f49f1838c3556cea6d13ae6cc6b92d0,4372.96,5189.23,992951,55,145
7369,4437,0xc638c69d3f4a7462b5e68867ca317b67f37f756e0,6.96,0.27,21.42,3,2
7370,4438,0xc64106d7f6ad94a7fa91cbf2fb6aeec67d68e3640,3.1,21054.3,484317,22,23
7371,4439,0xc64761d0ef264dd999e6f7ea942a367404daea810,0,0,2388.75,1,1
7372,4440,0xc6492f8707303bb38133054ba448adc21497da6e0,398.44,9139.68,943876,98,99
7373,4441,0xc64ad745753df8f788cef8d7d0037c4c37f0af7e0,35.08,991.82,1006443,869,984
7374,4442,0xc661275b3b10e36f71936f81cc18228ca3164bac0,0,0,4.93,1,1
7375,4443,0xc66e28520f2d96b9558799733485e651705255d80,22.75,0,68.25,3,1
7376,4444,0xc66f7de4d66238db703da43ea774faa32cf72ace0,38.72,19405.1,116663,6,6
7377,4445,0xc6796efe0c4e463f60944cbd977cf1871539a1770,2.62,4517.86,9040.95,2,2
7378,4446,0xc681b31fc4f03e0cd5714a10e98d9b45e1ad69140,2.49,0.04,10.05,4,2
7379,4447,0xc682636e5dc864a93d31f63c9408a0adf9a04e610,0,2087.6,283913,0,136
7380,4448,0xc6883b8296097a2a662058b2c9adf6c5ac437b280,12.23,14730.9,88458.5,6,6
7381,4449,0xc68d60337810ef379bf21229a559a26a761aacbb0,42.74,1843.29,5700.85,4,3
7382,4450,0xc68db6194de0a93bb2a7e9b2d159c5acae9135be0,7.69,5186.45,1007656,193,194
7383,4451,0xc68f2fc15e142ab03004842efaecf11bfae3c0e40,1.24,0.68,5.08,3,2
7384,4452,0xc6911ab9725be74dd053b4ecbc7a1a96834bed0d0,325.46,428.41,590486,860,725
7385,4453,0xc69f4b778cf165bd273a2cee684b33d5329feb560,3617.11,5264.84,613898,46,85
7386,4454,0xc6a5e730f5b70a4d4c0f1465faf9fc6f34fac4880,22.26,0,66.78,3,1
7387,4455,0xc6a7202c1cc62d87d360813e122d4f72290a628e0,328.35,167339,839650,9,5
7388,4456,0xc6b48b1f44511b80b5a13513b2861690a15cbbf00,811.84,184740,743830,6,4
7389,4457,0xc6ba878cd43823709700fb6ff37fb8b194c7d0380,47304,11540.7,836507,15,11
7390,4458,0xc6bc32b319e0c3ebabdafff6be19c2a9d2e1d18c0,2623.28,21547.9,494856,49,17
7391,4459,0xc6be09a74a421f31fa0bc4c87c3c2fa893ab510b0,109.8,6144.1,1080936,164,173
7392,4460,0xc6c826315af10aa0c872df7665ef0665c099d3960,19.38,1756.89,1210863,563,683
7393,4461,0xc6cc68a18211ec1ae83a17792c5d50316538c86d0,0,0,16.65,1,1
7394,4462,0xc6d751e66083f4c8f717d5ce9ce60910b431a6800,0,1349.46,7510.93,1,2
7395,4463,0xc6d9f11ae46d20ab672ecf648878d924d82f212a0,0,2180.52,226774,0,104
7396,4464,0xc6f31a79526c641de4e432cb22a88bb577a67eac0,56.72,68.58,683299,210,9790
7397,4465,0xc6f83dc21c2da36f24f78219a7f3c953bc1830340,6.17,2924.13,401421,132,137
7398,4466,0xc70017ba2b13689e6b1b29e287fafce9d366bdb30,102.86,515.05,632274,684,1091
7399,4467,0xc702ffb166390bd1f7f80daae4751ded278768960,2.45,29552.7,118221,4,4
7400,4468,0xc703e9e782bb0d4d7c63a5e7a90faabb11a173430,0,1034.52,4138.08,0,4
7401,4469,0xc704c679fd04ea941fc7b3ac863fd040dfc6b4ac0,18.32,753.23,587519,1275,749
7402,4470,0xc70619cca47976f49eab0cc80008f61f2bf57e5f0,0,0,42.08,1,1
7403,4471,0xc709cda6fc460703a8a9a7d1a65c1ab65d2bc5790,527.28,3695.03,189988,73,41
7404,4472,0xc713e60ca592a00f4bb903ff5389797a679e5ecd0,3741.85,7306.26,1013540,183,45
7405,4473,0xc71c5d28ce29c152ab1b3b678e0e6dad00ea051d0,0.89,13499.6,324011,24,24
7406,4474,0xc71e5c88e745bf6790669a19c381d00a608244380,0,0,645.5,1,1
7407,4475,0xc7210e1a1d66e9f184bebebd2e04eaf4cf0b20f70,23.21,0,69.63,3,1
7408,4476,0xc7323962b3156cb5e0c6b248a43bae75006a7a250,39.73,556.78,921139,1477,1549
7409,4477,0xc734d8d26a3ae1ca436de155c55f06f11bf4a9620,1534.73,3236.8,985040,471,81
7410,4478,0xc7356d3f527bec913a010211294086f6660a6dff0,13.36,5741.62,149603,24,26
7411,4479,0xc739b3cb3f5b06d2619789a4afcade99d2a5aca70,84.78,10603.9,609172,56,57
7412,4480,0xc73cd087f7308a2cd702848b0eb9c504143370b00,0,1501.87,226782,0,151
7413,4481,0xc745201fda9628c7be5de9241a7fc5cfe76a4da70,6.06,16754.4,268144,12,16
7414,4482,0xc754458b6dff620ef0b597f18283a78b06d117ed0,2632.45,3016.93,252210,86,33
7415,4483,0xc76ec00c12a5ea704e9c1aab9bfd265d127d82430,13994.9,16104.6,943631,26,36
7416,4484,0xc772795eb3df490c323ed38fe645cd2823a04aef0,2.66,32792,295152,9,9
7417,4485,0xc7730a464c137ecc71a83363cfcef348cbab530a0,11266.8,7397.6,1373303,93,44
7418,4486,0xc774aeb7509ff34533c6dcd9c8d12e016c1f15190,3848.67,3740.95,683633,130,49
7419,4487,0xc7768eb4c109bfad4ea0018fd27a9661feb8d3e10,589.04,1637.28,132870,31,70
7420,4488,0xc777512dd241b69399a1285f20f5bf6a5dafd7ca0,2.33,5.74,16.13,2,2
7421,4489,0xc77efb4f1fa4242e7c40369d4cbba0ee2f435ca60,0,3106.57,226779,0,73
7422,4490,0xc78208d544a644eecb52023bcd5914fd4401bd670,164.14,0.82,329.92,2,2
7423,4491,0xc783af8e521bcd9c56ee05b60bf292cc39cab7940,2318.48,997.85,10946.8,3,4
7424,4492,0xc784f017d5efc600d6ad00199ee3ec619da63df90,56.4,27.42,251.45,3,3
7425,4493,0xc78902abef58212e076e09dee7f120c2e1759d1f0,7.7,83351.4,333437,4,4
7426,4494,0xc78c7cee4f45e80cfd3d7c3f235b0bed5c1ae5270,0,0,424.67,1,1
7427,4495,0xc7a7d7fe02c29cff7621c409e924397ecff318ab0,384.71,1489.7,175990,47,106
7428,4496,0xc7b072c29c87a9054b0a03bc47c36f3dba70022d0,0,17734,141872,0,8
7429,4497,0xc7b23110bae58234eb38600680fd152b88b136df0,1112.15,1644.37,717229,259,261
7430,4498,0xc7cbac6e467cc9c65ff94d343f5550a384230a070,0,0,75.2,1,1
7431,4499,0xc7ccc6882d3c486f4e1aa730bd842a97a7aee0bf0,0,3.68,76099.2,1,2
7432,4500,0xc7d54fb29ba84f0720185d468f1159cef9b42c320,20.65,0,61.95,3,1
7433,4501,0xc7d91a6c4c56dd9ffae00d9b3bf813983d60ea690,0,2984.89,411915,0,138
7434,4502,0xc7f6af723dc0c3f7084af51391d74b2df97b83b20,162.87,0.82,327.37,2,2
7435,4503,0xc7ff10451cee9ebbaf449e755994bb88a60ad7900,0,1941.17,250411,0,129
7436,4504,0xc8022233e9be9397dae18a15bc955fce8db8d7db0,19.34,3750.19,1521940,355,404
7437,4505,0xc8088af560f1afa178e0fbaff8015cd13e7f54510,458.26,14480.9,77903.7,12,5
7438,4506,0xc80efdc6cb63f41e97462f164fcbb3ae5b521eca0,21.56,0,64.68,3,1
7439,4507,0xc811f8e93c2d8f925d9d1c725cb57d5f264ba4220,2865.2,5363.26,85149.9,11,10
7440,4508,0xc81b52b57719a2cba8717a60f913bf1c14b5e2530,3.59,6475.49,51832.6,8,8
7441,4509,0xc8414d92530a25ef48b2652ae1b32391e067f36b0,0,0,3125.8,0,1
7442,4510,0xc84a76aa31e6c3fb4204e9253cc413b70697c9de0,0,1489.94,201143,0,135
7443,4511,0xc8629ce5571cac344a451fa4b282975de3f6a99c0,0,864.43,31202.5,1,3
7444,4512,0xc86517cd561f42b408b86bfccff1694262e735000,6.56,3594.39,57569.3,9,16
7445,4513,0xc86692068fb21542be757a36e0459a8282853d9f0,0,2189.64,13137.9,0,6
7446,4514,0xc86ed0814e5dc8638ce8ea6a626177e35b7b959b0,0,4611.09,161388,0,35
7447,4515,0xc86f5471bb0d9f58c696f8f6e79bcb401efbb6c10,2450.77,139086,1010362,15,7
7448,4516,0xc8703040a5af627b8ea84a0bdfca73db0ec69a1c0,5122.64,6304.38,984697,95,79
7449,4517,0xc8780e07ee3c0f058315a20d2fd7de6d2505f7a30,7.13,9757.95,48825.4,5,5
7450,4518,0xc8792756ca878afaf88b9d0e8bb4d789e7cbe83d0,14803.6,5499.13,647992,33,29
7451,4519,0xc879acd7998aa249dac1af34da580701a1de0adb0,23.85,0.25,72.05,3,2
7452,4520,0xc88812384ae31e3c31608a041bf85d1b4c4deffa0,105.58,3.21,323.17,3,2
7453,4521,0xc8901fab336fc45f296c8bce11a8aa91909d22840,10.51,44617.9,178513,4,4
7454,4522,0xc89c20d73ca84e3bbe59c83f3a3ff33d1ab74f830,5590.13,185070,577571,4,3
7455,4523,0xc8b1b239f6b9e92e6b9e57b89815d393250c1d860,12.56,5605.32,39325.1,7,7
7456,4524,0xc8b25f8890816e7f491d8ee02ba8b4548c73d3a40,85.59,6223.45,1296984,102,207
7457,4525,0xc8bec09a7c18fd284cd19e5fb09ad604e6a97a7d0,1.78,44235.8,132713,3,3
7458,4526,0xc8bfa179cb75c638cc323ffb6cffb12e4924b0700,0,2929.51,319317,0,109
7459,4527,0xc8c1bc2996f1fb4153feb1f2bff31eb4d63bb4db0,165.62,0,331.23,2,2
7460,4528,0xc8c28ed428060e778a8340508b95c382bb2c68af0,0,17648.8,52946.5,0,3
7461,4529,0xc8d5f21163e877077fd13dfebbc20893be75428c0,94.82,9866.05,258983,26,26
7462,4530,0xc8d8dbfab2abe03ddb85bf25b2aec1205c031f820,28292.4,1095.71,204621,7,6
7463,4531,0xc8decbfa133f71c2fe94aa8fcd87167d81dc4aef0,162.62,0,325.25,2,1
7464,4532,0xc8e13f55627dc1f91b9cec9662733590c03119600,23.13,0,69.38,3,1
7465,4533,0xc8ed5ef752f199bc9fa3b51ab431df401e87d6ff0,21.86,3.3,72.17,3,2
7466,4534,0xc8ff8d05ae0f80978135e7e882705ec93995ccaf0,4.25,22.68,107.68,4,4
7467,4535,0xc900396ea90f99e02334d64efa4d5a0d97f928a90,3.58,0,10.73,3,2
7468,4536,0xc9062f064efe0dd2e64aaa8dbc80d05224b909900,0,0,0,0,1
7469,4537,0xc907a7e4f3d98e550d7ac22d38b9efc1e05032020,2.86,0.42,9.42,3,2
7470,4538,0xc909934a2602461096b89b44e2ece01b0540f42d0,0,2792.55,228989,0,82
7471,4539,0xc92a000128bb14f1cfaa01e5f3a3bac9532770830,160.2,0.33,321.05,2,2
7472,4540,0xc92f595ccae2635eb23465faffc8e5d2f62447460,158.21,0,316.42,2,1
7473,4541,0xc93163f6042ea468f5ad251b04788c22662f04ad0,16.55,0,66.18,4,1
7474,4542,0xc9328b3f29c348ed6ea22bf137d97de5de1a04c70,160.92,0.21,322.25,2,2
7475,4543,0xc93327cdedc705a377e1cffc743554e59b05ee810,0,0,2234.43,1,1
7476,4544,0xc93d97f94323cc826c952cfb33419af74e506ceb0,0,9402.27,291470,0,31
7477,4545,0xc95289ffc94e97f60fe85a1a31ca850679f9eca00,14828.9,27625.8,602495,22,10
7478,4546,0xc9554d986e5233af3aa664b4f6eea4745e8596070,30.08,1878.95,192692,97,101
7479,4547,0xc95b4edb987161eb764a01ef94e524998e063b370,3.15,0.61,320.1,101,3
7480,4548,0xc96b41a85c3a3084ee8c0fe527e563c9532fb4cb0,0,0,87.93,1,1
7481,4549,0xc96f380698c35d9f8788b2dbbefcc57c9347c3440,219.3,7561.24,15561.1,2,2
7482,4550,0xc976978baa40ae1cccb15105c9e3c025a91b92c10,4434.64,6013.03,955324,130,63
7483,4551,0xc97a21fb219b8a8413cd3f367e2f5dfdb7471c650,1.47,0.51,6.9,4,2
7484,4552,0xc988842a1af23a6981661efa21611b72e189fe510,0,0,1.85,1,2
7485,4553,0xc99b936bfd6229f9499cef744f34104de77ed33a0,9608.52,16079.1,1055552,63,28
7486,4554,0xc9c14fac4bb60ee17432a81f6c02d1669a0549fd0,6909.95,0,34549.8,5,1
7487,4555,0xc9c4da08cf9be92b2344463e47bb42a07310e73e0,836.31,351.33,1165513,469,2201
7488,4556,0xc9c7db3c7a2e3b8aca6e6f78180f7013575392a30,0,27.73,68287.5,0,2463
7489,4557,0xc9c8f3ff6fe700feaf71fb0292172ceb8ce863870,33.38,0,100.15,3,1
7490,4558,0xc9cd628fb67726c6bb19f58268b08e5d8a232aee0,9.31,1074.15,636857,334,590
7491,4559,0xc9d1fe22492b3d7f12809954a2c58c51e5e404910,105.74,0,317.22,3,1
7492,4560,0xc9d7847b5eed5fb4cca82787ad9e06e941e5f7d70,6.5,7763.23,77697.4,10,10
7493,4561,0xc9e1059b6503bf7d3acc39dc862ed3f5ca819a550,125.37,1698.02,693912,334,384
7494,4562,0xc9e7a79cee51095e89b79523d69d0bb1ac4e6eb00,11294.8,1479.52,720450,63,6
7495,4563,0xc9fe58068898a84b0b7088c9e1af4ce98375ee830,0,1110.72,4157.83,1,2
7496,4564,0xca0060316065540dcbc3845aaf460d52c2aa58750,0,2350.37,291446,0,124
7497,4565,0xca0813776f17b98c2b57132f3ea6f68f8efbbbaf0,0,25194.8,226753,0,9
7498,4566,0xca0c12c5ca72b206e4040de045c2fa73e7cab6280,21.94,0,65.82,3,1
7499,4567,0xca1fbfa9e09429732b00a655973afdce65c3c9360,0,0,1.85,1,1
7500,4568,0xca275ea5aa488c53b05d9ac708461b2ad25d31850,161.25,0.63,323.77,2,2
7501,4569,0xca304101560054513d9a9d2413f5fce6176de0680,1.51,0,4.52,3,2
7502,4570,0xca36615c2f442b0336b11d6817ae4386428c55010,1942.68,3369.69,642160,112,126
7503,4571,0xca41e144d0b412bef94b1637360595d14a2b7b6e0,0,0,76.42,1,1
7504,4572,0xca41f534b16dd84ecbbf3ac677ada8a570333ddb0,22.36,0,67.08,3,1
7505,4573,0xca4889e887a498bf2987b1220a8d7a802dcb12420,19.81,0,59.43,3,1
7506,4574,0xca5400c20152ae13a1001f8b7dd3c83ac0360bb50,15103.1,21665.9,984939,48,12
7507,4575,0xca5e850d83675ac6634e118e4662bbb29bd6a5840,6826.54,5077.15,361636,50,4
7508,4576,0xca6289e1c347c3e6a0087f76fc42c0a0643496280,0,0,4.82,1,1
7509,4577,0xca6739f40e44fd7c611ba027734b86a60db0ab8d0,22.18,0,66.55,3,1
7510,4578,0xca6855334972850180a8d23298b83014b21b91ad0,31570.1,31266.3,345144,4,7
7511,4579,0xca6a2c2dc354578a9d49a7f16baf369b157275f40,10858.3,7498.62,858102,59,29
7512,4580,0xca6e02f7c827541a1ee0b99003234249cacc97780,0,0,0,0,1
7513,4581,0xca8963d0fb3c048253c95f540c05373ea4af1e430,4968.25,6809.68,805796,143,14
7514,4582,0xca8ba48e2a850eeabf324319e3bad31da98b915b0,603.77,10716.8,158487,14,14
7515,4583,0xca9a42ce40ef7ae1d9ba265de4e448313b710fc80,0,56.07,221.28,1,3
7516,4584,0xcaa0b9ad891e38d188fd8bd9fdd1c529e327e78e0,31.76,0,63.52,2,1
7517,4585,0xcaa0cc844f4e47fbf7ffcfb6964aae5ba807ead20,4471.98,603.16,28038.2,6,2
7518,4586,0xcaa216e03ee4932941ef0729f250e297fd5655ad0,12.06,6.38,120510,9992,8
7519,4587,0xcaa65cff9f25478b695af7744ff216688ced8f180,23.23,0,69.68,3,1
7520,4588,0xcab1994c9623286c6bda675348dea4a894a99ce10,0,0,47664.6,1,1
7521,4589,0xcab3ce4bc96b84eee8bc5e422077963fe951bf990,158.96,0,317.92,2,1
7522,4590,0xcab5d4a678b4ccaf0f4dab8bebee02f3cf6afe020,0,3210.03,192602,0,60
7523,4591,0xcab892262ca5a0ce0f507ba480bad436b8a571b90,0,0,2.38,1,1
7524,4592,0xcac21fdf1b87d3692f484fd925a165475646e57b0,0,0,523.23,1,1
7525,4593,0xcac37f94585350ffdd7844332781485e92593b750,159.5,0.63,320.27,2,2
7526,4594,0xcacd53f123b61c49de1e2e1b861c1222c66692130,4260.71,172236,727290,9,4
7527,4595,0xcad767eeb47140a301fb062d468f5e1e3648f8910,1505.99,815.8,37023,17,14
7528,4596,0xcae4cc25fa2366571bef06a7ff66d67fd8dbe3a70,1918.25,1657.68,836989,44,454
7529,4597,0xcae73810f752948d9ef9bd056a772d35ae45da360,1.27,0,3.8,3,2
7530,4598,0xcaf3b51b752c8c929c71da2b9759e2d5fff64a4c0,6915.64,9600.76,472871,42,19
7531,4599,0xcaff62031f3a7170ee423f4c8029c6791cb3fb200,3.81,0,11.42,3,2
7532,4600,0xcb00beab3d8f3c719aada83ec42d8bcac917afec0,29.48,15.75,203494,3351,6649
7533,4601,0xcb09a5b69f4211858ad9e8b4bcda75e21111a9410,163.97,0,327.93,2,1
7534,4602,0xcb1203287a53a02902e115c7ba5ddfc6ba694ba60,165.15,0.82,331.93,2,2
7535,4603,0xcb12c208519b61a6dc90c6e44023e6840c25bde20,21.39,0,64.17,3,1
7536,4604,0xcb159fa2cbfee563fdb9620928cf803bf4d16ef80,31553.7,6795.01,424257,10,16
7537,4605,0xcb223286e2a5fd1e393c57e04a1dffb6bb8076be0,4.61,4292.25,631638,147,147
7538,4606,0xcb2f6fc86509a1b452543aca9e47d8eb92bf48a40,4.55,0.57,10.25,2,2
7539,4607,0xcb2fc11ba9979054fb55a3812d71a06120f350010,0,0,18.4,1,1
7540,4608,0xcb3d6f40bcf01eac9111f85436b2cfc5aac1a60c0,0,50.94,509376,0,9999
7541,4609,0xcb48b93ec970396d250eb692fe406191b2cf1f1f0,3.8,21915.7,43839,2,2
7542,4610,0xcb4b3db73ed40618ee643b6e9f14b254602341d90,15903.7,1424.53,299342,13,65
7543,4611,0xcb52b17ab92c1ec912a14d430c8645c70b00232b0,0,2114.72,319323,0,151
7544,4612,0xcb53436e5dbf35732f16e14c3b13de0ecb736e880,0,3712.46,11137.4,0,3
7545,4613,0xcb56c64eabd3e163b878fe5da5dee55aa0424dc40,0,4812.78,52940.6,0,11
7546,4614,0xcb6196e6073a9ee582e287d95adf58adf1f1f6850,34.8,0,104.4,3,1
7547,4615,0xcb671a37b573afa6066cc77371440f5881003d740,17.51,0,70.03,4,1
7548,4616,0xcb6e6b4b9f007285111b95bddbc75fbe6e524bdf0,5.5,65823.3,460802,7,7
7549,4617,0xcb822544ac5bd612c01b3bfa10d4b4d3fa87568e0,0,82.97,165.95,0,2
7550,4618,0xcb824d1741e6a1f2d876fd7e0b01ef52470a86c20,0,1413.2,193608,0,137
7551,4619,0xcb9482944e9fab9f6c47b12fd53f219e2bf547e30,35970.6,6205.11,378321,10,3
7552,4620,0xcb9c8de42543fd7427bd6cdf73fa99c995e239160,0,0,4.17,1,1
7553,4621,0xcb9ef13ba4bf6fb7c330d6a2c4367dee8c0d0f110,108.63,0.04,326.55,3,17
7554,4622,0xcbaa0ce345a9e8e6fc42c5e946e3981a490c8b660,0,4546.14,131838,0,29
7555,4623,0xcbada49640c5fd8ecc88e740db68a31bb3b32b080,0,1541.95,6167.82,0,4
7556,4624,0xcbae76dbd85bc3cca6243e81efdde0e5dbf403fc0,3280.46,6720.25,1005198,120,91
7557,4625,0xcbb78d7c730c88f875d6b2ec44905752407791920,0,0,14.48,1,1
7558,4626,0xcbba2a803bbd944a2efdc72a53ab99780495cfc10,44.96,39.41,402863,1582,8418
7559,4627,0xcbbd07c5ce11e8ed1deca98bca4431e1925191c50,0,0,3.22,1,1
7560,4628,0xcbbe0a38a9bf48b69735bbb81de47809634454e00,32537.2,27683.6,436106,10,4
7561,4629,0xcbcc0f036ed4788f63fc0fee32873d6a7487b9080,0,5.57,55675.5,0,9999
7562,4630,0xcbd6bafbab6b2a1617e5320a1c85a61ab3f8e0cf0,3149.17,6757.83,119803,8,14
7563,4631,0xcbd921a3cedad116e99097a82e54730fb398e6870,0,44.55,40012.3,1,2
7564,4632,0xcbde53a92513a864458f41ea2c6a26c84b65eb050,13.57,10125.4,638755,63,63
7565,4633,0xcbe1e14a2379b14c02e77129381ea3a3b99078080,164.39,0,328.78,2,1
7566,4634,0xcbe869667cff77f5c8f0a5afc4b2313bb443bfc90,23.43,0,70.3,3,1
7567,4635,0xcbeabeff1f18c6f47ef9bd776762037586134d2d0,3.24,2.22,325.22,99,2
7568,4636,0xcbf6e77120b433d2a4c1a5da57a7b4f3d5597d740,163.77,0,327.55,2,1
7569,4637,0xcc09cf87aeb1bf5ac362d20f432539f905067d500,23.13,0,69.38,3,1
7570,4638,0xcc0ba41325f1252d395b7f070d57e3f819355c1a0,4917.3,30.51,39399.4,8,2
7571,4639,0xcc0cd9bf948fd6e8a151259379c22ae073ab9c840,0,0,514.67,1,1
7572,4640,0xcc114c9edfc9b0a5c6b1b027b173f97105d26bc50,1.17,0.42,4.33,3,2
7573,4641,0xcc15cc819a60dcd2aa10a8bcc4e0df0c0516da0e0,4764.11,48094.6,384303,10,7
7574,4642,0xcc164aea2b3fab8b79bc2053624b1d2b86493a0f0,164.38,0.21,329.18,2,2
7575,4643,0xcc1a2cfc4be4e853a71e650accaa94f39e5aa2b60,0,0,1.55,1,1
7576,4644,0xcc21d1c28221fa619cc5f7f75ee754589b6291180,22.83,20.72,452.03,8,13
7577,4645,0xcc24a0bc0eac9c38c9c17db194a50f746cbcd2a30,2.25,0,9.02,4,2
